frame_id,person_id,x,y
167,1,-16.86510339,-6.196936102
168,1,-16.88200847,-6.190815254
169,1,-16.89891356,-6.184694407
170,1,-16.91581864,-6.178573559
171,1,-16.93272373,-6.172452712
172,1,-16.94962881,-6.166331864
173,1,-16.9665339,-6.160211017
174,1,-16.98343898,-6.154090169
175,1,-17.00034407,-6.147969322
176,1,-17.01724915,-6.141848475
177,1,-17.03415424,-6.135727627
178,1,-17.05105932,-6.12960678
179,1,-17.06796441,-6.123485932
180,1,-17.08486949,-6.117365085
181,1,-17.10177458,-6.111244237
182,1,-17.11867966,-6.10512339
183,1,-17.13558475,-6.099002542
184,1,-17.15248983,-6.092881695
185,1,-17.16939492,-6.086760847
186,1,-17.1863,-6.08064
187,1,-17.15009231,-6.07572007
188,1,-17.11388462,-6.07080014
189,1,-17.07767692,-6.06588021
190,1,-17.04146923,-6.06096028
191,1,-17.00526154,-6.05604035
192,1,-16.96905385,-6.05112042
193,1,-16.93284615,-6.04620049
194,1,-16.89663846,-6.041280559
195,1,-16.86043077,-6.036360629
196,1,-16.82422308,-6.031440699
197,1,-16.78801538,-6.026520769
198,1,-16.75180769,-6.021600839
199,1,-16.7156,-6.016680909
200,1,-16.67939231,-6.011760979
201,1,-16.64318462,-6.006841049
202,1,-16.60697692,-6.001921119
203,1,-16.57076923,-5.997001189
204,1,-16.53456154,-5.992081259
205,1,-16.49835385,-5.987161329
206,1,-16.46214615,-5.982241399
207,1,-16.42593846,-5.977321469
208,1,-16.38973077,-5.972401538
209,1,-16.35352308,-5.967481608
210,1,-16.31731538,-5.962561678
211,1,-16.28110769,-5.957641748
212,1,-16.2449,-5.952721818
213,1,-16.20869231,-5.947801888
214,1,-16.17248462,-5.942881958
215,1,-16.13627692,-5.937962028
216,1,-16.10006923,-5.933042098
217,1,-16.06386154,-5.928122168
218,1,-16.02765385,-5.923202238
219,1,-15.99144615,-5.918282308
220,1,-15.95523846,-5.913362378
221,1,-15.91903077,-5.908442448
222,1,-15.88282308,-5.903522517
223,1,-15.84661538,-5.898602587
224,1,-15.81040769,-5.893682657
225,1,-15.7742,-5.888762727
226,1,-15.73799231,-5.883842797
227,1,-15.70178462,-5.878922867
228,1,-15.66557692,-5.874002937
229,1,-15.62936923,-5.869083007
230,1,-15.59316154,-5.864163077
231,1,-15.55695385,-5.859243147
232,1,-15.52074615,-5.854323217
233,1,-15.48453846,-5.849403287
234,1,-15.44833077,-5.844483357
235,1,-15.41212308,-5.839563427
236,1,-15.37591538,-5.834643497
237,1,-15.33970769,-5.829723566
238,1,-15.3035,-5.824803636
239,1,-15.26729231,-5.819883706
240,1,-15.23108462,-5.814963776
241,1,-15.19487692,-5.810043846
242,1,-15.15866923,-5.805123916
243,1,-15.12246154,-5.800203986
244,1,-15.08625385,-5.795284056
245,1,-15.05004615,-5.790364126
246,1,-15.01383846,-5.785444196
247,1,-14.97763077,-5.780524266
248,1,-14.94142308,-5.775604336
249,1,-14.90521538,-5.770684406
250,1,-14.86900769,-5.765764476
251,1,-14.8328,-5.760844545
252,1,-14.79659231,-5.755924615
253,1,-14.76038462,-5.751004685
254,1,-14.72417692,-5.746084755
255,1,-14.68796923,-5.741164825
256,1,-14.65176154,-5.736244895
257,1,-14.61555385,-5.731324965
258,1,-14.57934615,-5.726405035
259,1,-14.54313846,-5.721485105
260,1,-14.50693077,-5.716565175
261,1,-14.47072308,-5.711645245
262,1,-14.43451538,-5.706725315
263,1,-14.39830769,-5.701805385
264,1,-14.3621,-5.696885455
265,1,-14.32589231,-5.691965524
266,1,-14.28968462,-5.687045594
267,1,-14.25347692,-5.682125664
268,1,-14.21726923,-5.677205734
269,1,-14.18106154,-5.672285804
270,1,-14.14485385,-5.667365874
271,1,-14.10864615,-5.662445944
272,1,-14.07243846,-5.657526014
273,1,-14.03623077,-5.652606084
274,1,-14.00002308,-5.647686154
275,1,-13.96381538,-5.642766224
276,1,-13.92760769,-5.637846294
277,1,-13.8914,-5.632926364
278,1,-13.85519231,-5.628006434
279,1,-13.81898462,-5.623086503
280,1,-13.78277692,-5.618166573
281,1,-13.74656923,-5.613246643
282,1,-13.71036154,-5.608326713
283,1,-13.67415385,-5.603406783
284,1,-13.63794615,-5.598486853
285,1,-13.60173846,-5.593566923
286,1,-13.56553077,-5.588646993
287,1,-13.52932308,-5.583727063
288,1,-13.49311538,-5.578807133
289,1,-13.45690769,-5.573887203
290,1,-13.4207,-5.568967273
291,1,-13.38449231,-5.564047343
292,1,-13.34828462,-5.559127413
293,1,-13.31207692,-5.554207483
294,1,-13.27586923,-5.549287552
295,1,-13.23966154,-5.544367622
296,1,-13.20345385,-5.539447692
297,1,-13.16724615,-5.534527762
298,1,-13.13103846,-5.529607832
299,1,-13.09483077,-5.524687902
300,1,-13.05862308,-5.519767972
301,1,-13.02241538,-5.514848042
302,1,-12.98620769,-5.509928112
303,1,-12.95,-5.505008182
304,1,-12.91379231,-5.500088252
305,1,-12.87758462,-5.495168322
306,1,-12.84137692,-5.490248392
307,1,-12.80516923,-5.485328462
308,1,-12.76896154,-5.480408531
309,1,-12.73275385,-5.475488601
310,1,-12.69654615,-5.470568671
311,1,-12.66033846,-5.465648741
312,1,-12.62413077,-5.460728811
313,1,-12.58792308,-5.455808881
314,1,-12.55171538,-5.450888951
315,1,-12.51550769,-5.445969021
316,1,-12.4793,-5.441049091
317,1,-12.44309231,-5.436129161
318,1,-12.40688462,-5.431209231
319,1,-12.37067692,-5.426289301
320,1,-12.33446923,-5.421369371
321,1,-12.29826154,-5.416449441
322,1,-12.26205385,-5.41152951
323,1,-12.22584615,-5.40660958
324,1,-12.18963846,-5.40168965
325,1,-12.15343077,-5.39676972
326,1,-12.11722308,-5.39184979
327,1,-12.08101538,-5.38692986
328,1,-12.04480769,-5.38200993
329,1,-12.0086,-5.37709
330,1,-11.98042203,-5.386344915
331,1,-11.95224407,-5.395599831
332,1,-11.9240661,-5.404854746
333,1,-11.89588814,-5.414109661
334,1,-11.86771017,-5.423364576
335,1,-11.8395322,-5.432619492
336,1,-11.81135424,-5.441874407
337,1,-11.78317627,-5.451129322
338,1,-11.75499831,-5.460384237
339,1,-11.72682034,-5.469639153
340,1,-11.69864237,-5.478894068
341,1,-11.67046441,-5.488148983
342,1,-11.64228644,-5.497403898
343,1,-11.61410847,-5.506658814
344,1,-11.58593051,-5.515913729
345,1,-11.55775254,-5.525168644
346,1,-11.52957458,-5.534423559
347,1,-11.50139661,-5.543678475
348,1,-11.47321864,-5.55293339
349,1,-11.44504068,-5.562188305
350,1,-11.41686271,-5.57144322
351,1,-11.38868475,-5.580698136
352,1,-11.36050678,-5.589953051
353,1,-11.33232881,-5.599207966
354,1,-11.30415085,-5.608462881
355,1,-11.27597288,-5.617717797
356,1,-11.24779492,-5.626972712
357,1,-11.21961695,-5.636227627
358,1,-11.19143898,-5.645482542
359,1,-11.16326102,-5.654737458
360,1,-11.13508305,-5.663992373
361,1,-11.10690508,-5.673247288
362,1,-11.07872712,-5.682502203
363,1,-11.05054915,-5.691757119
364,1,-11.02237119,-5.701012034
365,1,-10.99419322,-5.710266949
366,1,-10.96601525,-5.719521864
367,1,-10.93783729,-5.72877678
368,1,-10.90965932,-5.738031695
369,1,-10.88148136,-5.74728661
370,1,-10.85330339,-5.756541525
371,1,-10.82512542,-5.765796441
372,1,-10.79694746,-5.775051356
373,1,-10.76876949,-5.784306271
374,1,-10.74059153,-5.793561186
375,1,-10.71241356,-5.802816102
376,1,-10.68423559,-5.812071017
377,1,-10.65605763,-5.821325932
378,1,-10.62787966,-5.830580847
379,1,-10.59970169,-5.839835763
380,1,-10.57152373,-5.849090678
381,1,-10.54334576,-5.858345593
382,1,-10.5151678,-5.867600508
383,1,-10.48698983,-5.876855424
384,1,-10.45881186,-5.886110339
385,1,-10.4306339,-5.895365254
386,1,-10.40245593,-5.904620169
387,1,-10.37427797,-5.913875085
388,1,-10.3461,-5.92313
389,1,-10.28107806,-5.917606774
390,1,-10.21605613,-5.912083548
391,1,-10.15103419,-5.906560323
392,1,-10.08601226,-5.901037097
393,1,-10.02099032,-5.895513871
394,1,-9.955968387,-5.889990645
395,1,-9.890946452,-5.884467419
