Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_327.jpg;0;0;0;0;99.66999;85.58897;0.0002361887;56.82556;1.995105E-07
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_399.jpg;0;0;0;0;99.66999;85.58897;0.0002361887;56.82556;1.995105E-07
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_472.jpg;0;0;0;0;99.66999;85.58897;0.0002361887;56.82556;1.995105E-07
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_542.jpg;0;0;0.2183307;0.02659273;99.67007;85.58911;0.003568823;56.82563;1.768516E-06
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_614.jpg;0;0;0.4309899;0;99.67007;85.5891;0.003148419;56.82563;4.880277E-06
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_685.jpg;0;0;0;0;99.67007;85.5891;0.002794558;56.82563;6.655828E-06
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_758.jpg;0;0;0;0;99.67007;85.58909;0.00228799;56.82563;8.934347E-06
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_830.jpg;0;0;0;0;99.67006;85.58908;0.001760245;56.82563;1.052845E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_902.jpg;0;0;0.2217924;0.02572469;99.67011;85.58916;0.003312046;56.82564;1.369863E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_49_971.jpg;0;0;0.4306029;0;99.6701;85.58916;0.002555199;56.82564;1.842924E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_043.jpg;0;0;0;0;99.6701;85.58915;0.001983272;56.82564;2.106049E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_113.jpg;0;0;0;0;99.6701;85.58913;0.001234577;56.82564;2.309699E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_184.jpg;0;0;0;0;99.67009;85.58913;0.0006964912;56.82564;2.389364E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_255.jpg;0;0;0;0;99.67008;85.58912;2.796058E-05;56.82564;2.447516E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_328.jpg;0;0;0;0;99.67007;85.58911;-0.0004277261;56.82564;2.453825E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_400.jpg;0;0.1077957;0;0;99.66957;85.58835;359.9785;56.7703;1.340275E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_471.jpg;0;0;0.3211008;0;99.6698;85.58868;359.9885;56.79274;2.779496E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_543.jpg;0;0;0.5317392;0;99.66981;85.58868;359.9894;56.79275;1.667964E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_615.jpg;0;0;0.747758;0;99.66982;85.58866;359.9908;56.79276;3.11494E-06
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_685.jpg;0;0;0.9635717;0;99.66981;85.58866;359.992;56.79276;-6.664895E-06
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_757.jpg;0;0;0;0;99.66979;85.58865;359.9937;56.79274;-1.800095E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_827.jpg;0;0;0;0;99.66978;85.58865;-0.004981735;56.79274;-2.535474E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_899.jpg;0;0;0;0;99.66977;85.58865;-0.00322707;56.79273;-3.280062E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_50_970.jpg;0;0;0;0;99.66975;85.58864;-0.001523947;56.79273;-3.807495E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_040.jpg;1.995312;0;0;0;99.66975;85.58863;-0.0003122763;57.03217;-3.959516E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_110.jpg;5.889582;0;0;0;99.66976;85.58862;0.001179789;58.21468;-7.293534E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_183.jpg;9.98562;0;0;0;99.66977;85.58862;0.002186169;59.87171;-0.0001603093
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_254.jpg;9.866197;0;0;0;99.66978;85.5886;0.003347699;62.49528;-0.000362015
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_323.jpg;5.641284;0;0;0;99.66978;85.58861;0.004069247;63.65051;-0.0004941841
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_395.jpg;1.443421;0;0;0;99.66979;85.58862;0.004837082;64.25191;-0.0005984784
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_465.jpg;0;0;0;0;99.6698;85.58862;0.00526554;64.25191;-0.0006256812
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_538.jpg;0;0;0;0;99.6698;85.58863;0.005638669;64.25191;-0.000638325
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_607.jpg;0;0;0;0;99.6698;85.58863;0.005774874;64.25191;-0.0006321825
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_678.jpg;0;0;0;0;99.6698;85.58863;0.005776863;64.25191;-0.0006049613
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_750.jpg;0;0;0;0;99.6698;85.58863;0.005591942;64.25191;-0.0005584151
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_822.jpg;0;0;0;0;99.66979;85.58863;0.005345059;64.25191;-0.0005142624
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_894.jpg;0;0;0;0;99.66979;85.58862;0.004892825;64.25191;-0.0004448181
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_51_965.jpg;0;0.106302;0;0;99.66961;85.58825;-0.004884703;64.25195;-0.0003873761
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_038.jpg;0;0;0.3230184;0;99.66912;85.58724;359.9735;64.25188;-0.000311439
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_109.jpg;0;0;0.5397867;0;99.66912;85.58724;359.9773;64.25188;-0.0002330936
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_180.jpg;0;0;0.7514241;0;99.66912;85.58725;359.9805;64.25187;-0.0001743774
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_252.jpg;0;0;0;0;99.66912;85.58726;359.9849;64.25188;-9.902628E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_323.jpg;0;0;0;0;99.66912;85.58727;359.9883;64.25188;-4.593077E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_395.jpg;0;0;0;0;99.66913;85.58727;359.9927;64.25188;1.903263E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_435.jpg;0;0.1032558;0;0;99.66913;85.58728;-0.005084614;64.25188;4.806697E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_503.jpg;0;0;0.2188533;0.02556899;99.6692;85.58742;0.001281565;64.25203;8.994109E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_574.jpg;0;0;0.4304181;0;99.66919;85.58741;0.004774895;64.25204;0.0001382105
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_645.jpg;0;0;0.6418662;0;99.66919;85.5874;0.007079336;64.25204;0.0001673393
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_717.jpg;0;0;0.852289;0;99.66917;85.58741;0.009683684;64.25204;0.0001976584
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_787.jpg;0;0;1;0;99.66917;85.58741;0.01126507;64.25204;0.0002128231
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_859.jpg;0;0;1;0;99.66918;85.58741;0.01286499;64.25203;0.0002244793
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_52_930.jpg;0;0;1;0;99.66919;85.5874;0.01388697;64.25203;0.0002257254
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_002.jpg;0;0;1;0;99.6692;85.58741;0.01428524;64.25203;0.0002218653
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_073.jpg;0;0;1;0;99.6692;85.58741;0.01435548;64.25203;0.0002100588
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_144.jpg;0;0;1;0;99.6692;85.5874;0.01408808;64.25204;0.0001969728
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_215.jpg;0;0;1;0;99.66919;85.58739;0.01335313;64.25204;0.0001746807
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_286.jpg;0;0;1;0;99.66918;85.5874;0.01255355;64.25203;0.0001559006
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_357.jpg;0;0;0;0;99.66917;85.58741;0.01121545;64.25203;0.0001286288
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_429.jpg;0;0;0;0;99.66916;85.58742;0.009635756;64.25203;9.983774E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_499.jpg;0;0;0;0;99.66915;85.58742;0.008338748;64.25203;7.812717E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_570.jpg;0;0;0;0;99.66914;85.58742;0.006518886;64.25204;4.926385E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_639.jpg;-3.137117;0;0;0;99.66913;85.58743;0.005125777;63.78062;6.887854E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_711.jpg;-6.293044;0;0;0;99.66911;85.58743;0.003282706;62.46241;9.16556E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_784.jpg;-3.053386;0;0;0;99.66911;85.58743;0.001946869;61.80951;4.185997E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_854.jpg;0;0;0;0;99.66909;85.58743;0.0002718537;61.64617;-6.360853E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_924.jpg;0;0;0;0;99.66908;85.58743;-0.0008811151;61.64617;-0.0001366108
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_53_995.jpg;0;0;0;0;99.66908;85.58744;-0.002252888;61.64617;-0.0002197274
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_069.jpg;0;0;0;0;99.66907;85.58746;-0.003409621;61.64617;-0.0002856726
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_138.jpg;0;0;0.2135946;-0.01699578;99.66953;85.5883;0.01605247;61.64619;-0.0003182299
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_207.jpg;0;0;0.4258026;0;99.66953;85.58831;0.01354436;61.6462;-0.0003402037
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_278.jpg;0;0;0.633777;0;99.66953;85.58832;0.01009973;61.6462;-0.0003555981
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_349.jpg;0;0;0.8443373;0;99.66953;85.58833;0.006652696;61.6462;-0.0003562188
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_420.jpg;0;0;1;0;99.66953;85.58833;0.004136176;61.6462;-0.0003483683
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_492.jpg;0;0;1;0;99.66954;85.58835;0.0009555819;61.6462;-0.0003283265
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_563.jpg;0;0;1;0;99.66954;85.58835;-0.00125043;61.6462;-0.0003064872
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_632.jpg;0;0;1;0;99.66955;85.58834;-0.003892988;61.6462;-0.0002707328
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_704.jpg;0;0;1;0;99.66956;85.58833;-0.005620102;61.6462;-0.00024047
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_776.jpg;0;0;1;0;99.66957;85.58834;359.9925;61.6462;-0.0001965491
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_846.jpg;0;0;1;0;99.66956;85.58834;359.9913;61.6462;-0.0001618276
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_919.jpg;0;0;1;0;99.66956;85.58835;359.9901;61.6462;-0.0001160223
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_54_990.jpg;0;0;0;0;99.66955;85.58834;359.9895;61.64621;-7.056451E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_062.jpg;0;0;0;0;99.66954;85.58833;359.9892;61.6462;-3.803983E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_131.jpg;0;0;0;0;99.66954;85.58833;359.9893;61.6462;1.523286E-06
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_203.jpg;0;0;0;0;99.66955;85.58834;359.9895;61.6462;2.825269E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_274.jpg;0;0;0;0;99.66955;85.58835;359.9902;61.6462;5.968349E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_345.jpg;0;0;0;0;99.66956;85.58836;359.9908;61.64621;7.968005E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_417.jpg;0;0;0;0;99.66956;85.58835;359.9919;61.64621;0.0001007436
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_490.jpg;0;0;0;0;99.66957;85.58833;359.9932;61.6462;0.000115919
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_561.jpg;0;0;0;0;99.66958;85.58833;359.9942;61.64621;0.000123754
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_635.jpg;0;0;0;0;99.66959;85.58832;-0.004330401;61.64621;0.0001291862
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_706.jpg;0;0;0;0;99.6696;85.58832;-0.003242418;61.6462;0.0001300195
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_777.jpg;0;0;0;0;99.66962;85.5883;-0.001814082;61.6462;0.000126486
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_848.jpg;0;0;0;0;99.66962;85.5883;-0.0007848723;61.64621;0.000121196
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_919.jpg;0;0;0;0;99.66963;85.58829;0.0004985547;61.64621;0.0001113275
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_55_989.jpg;0;0;0;0;99.66965;85.58827;0.001650428;61.64621;9.846999E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_062.jpg;0;0;0;0;99.66965;85.58827;0.002411804;61.64621;8.760449E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_134.jpg;0;0;0;0;99.66965;85.58829;0.003274586;61.6462;7.18371E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_205.jpg;0;0;0.21117;0.02241881;99.66921;85.58745;359.9832;61.64566;5.9296E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_276.jpg;0;0;0.4253172;0;99.6692;85.58743;359.9864;61.64558;3.83206E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_347.jpg;0;0;0.6382058;0;99.6692;85.58742;359.9889;61.64558;2.360905E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_419.jpg;0;0;0.8525759;0;99.6692;85.5874;359.9923;61.64558;6.534411E-06
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_489.jpg;0;0;0;0;99.66919;85.58739;-0.004409996;61.64558;-9.356492E-06
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_559.jpg;0;0;0;0;99.66919;85.58739;-0.00201702;61.64558;-2.008567E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_630.jpg;0;0;0;0;99.66918;85.58738;0.0009642152;61.64558;-3.133457E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_700.jpg;0;0;0;0;99.66917;85.58739;0.003000333;61.64558;-3.815338E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_772.jpg;0;0;0;0;99.66917;85.58739;0.005398556;61.64558;-4.568605E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_843.jpg;0;0;0;0;99.66916;85.58739;0.006934583;61.64558;-4.980099E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_914.jpg;0;0.1121991;0;0;99.66885;85.58685;-0.005436966;61.64622;-5.212865E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_56_984.jpg;0;0.3243222;0;0.0127893;99.66944;85.58794;0.02415373;61.56874;-4.278082E-05
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_056.jpg;0;0.5370282;0;0.02745663;99.67144;85.59164;0.1130317;61.71414;-0.0003061001
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_125.jpg;0;0.7474098;0;0.05043889;99.67371;85.59586;0.2053355;61.68656;-0.0002140985
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_197.jpg;0;0.958455;0;0.1057181;99.67991;85.60734;0.4509639;61.75055;-0.001107105
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_269.jpg;0;1;0;0.168225;99.68963;85.62541;0.7819527;61.94566;-0.001892872
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_340.jpg;0;1;0;0.2363644;99.69904;85.64298;1.064348;61.98734;-0.000994898
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_411.jpg;0;1;0;0.2848153;99.71281;85.66854;1.341075;61.87988;-0.001346183
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_485.jpg;0;1;0;0.3440403;99.72171;85.68534;1.213991;61.88814;-0.0008575679
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_554.jpg;0;1;0;0.4153981;99.73679;85.71349;1.078001;61.85785;-0.0007839295
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_625.jpg;0;1;0;0.4968249;99.75058;85.73922;1.0676;61.98204;-0.0003244102
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_696.jpg;0;1;0;0.5236307;99.77129;85.77785;1.115123;62.05926;-0.0002793436
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_767.jpg;0;0.891238;0;0.5846854;99.78884;85.81068;1.199402;61.97196;0.0004200419
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_839.jpg;0;0.6794684;0;0.642593;99.81362;85.85679;1.238946;61.94831;-0.001742399
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_910.jpg;0;0.4667393;0;0.6731857;99.83899;85.90379;1.155921;61.86969;0.0003835291
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_57_981.jpg;0;0.2540408;0;0.7017083;99.85854;85.94008;1.090877;61.9268;-0.000410019
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_58_053.jpg;0;0.0417284;0;0.7088088;99.88499;85.98923;0.9961689;61.91644;0.0002391461
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_58_122.jpg;0;0;0;0.713295;99.90437;86.02534;0.8921841;61.91422;0.003388865
C:\Mark's Python files\ME5920\IMG\robocam_2025_04_03_22_42_58_193.jpg;0;0;0;0.7112898;99.92981;86.073;0.728617;61.91393;0.01286701
