Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_54_59_818.jpg;0;0;0;0;99.66999;85.589;0.0002345597;44.51044;-6.508923E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_54_59_858.jpg;0;0;0;0;99.66999;85.589;0.0002346818;44.51044;-7.904252E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_54_59_900.jpg;0;0;0;0;99.66999;85.589;0.0002347832;44.51044;-9.25037E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_54_59_943.jpg;0;0;0;0;99.66999;85.589;0.0002351959;44.51044;-1.023459E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_54_59_985.jpg;0;0;0;0;99.66999;85.589;0.0002355672;44.51044;-1.112039E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_027.jpg;0;0;0;0;99.66999;85.589;0.000235856;44.51044;-1.180935E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_069.jpg;0;0;0;0;99.66999;85.589;0.0002360005;44.51044;-1.215383E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_110.jpg;0;0;0;0;99.66999;85.589;0.0002361036;44.51044;-1.239988E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_154.jpg;0;0;0;0;99.66999;85.589;0.0002362068;44.51044;-1.264594E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_196.jpg;0;0;0;0;99.66999;85.589;0.000236248;44.51044;-1.274437E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_237.jpg;0;0;0;0;99.66999;85.589;0.0002363464;44.51044;-1.270311E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_278.jpg;0;0;0;0;99.66999;85.589;0.0002363258;44.51044;-1.26539E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_320.jpg;0;0;0;0;99.66999;85.589;0.0002362639;44.51044;-1.250626E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_363.jpg;0;0;0;0;99.66999;85.589;0.0002361608;44.51044;-1.22602E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_406.jpg;0;0;0;0;99.66999;85.589;0.0002360323;44.51044;-1.167762E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_447.jpg;0;0;0;0;99.66999;85.589;0.0002360228;44.51044;-1.110298E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_489.jpg;0;0;0;0;99.66999;85.589;0.0002359721;44.51044;-1.042992E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_531.jpg;0;0;0;0;99.66999;85.589;0.000236061;44.51044;-9.814026E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_571.jpg;0;0;0;0;99.66999;85.589;0.000236269;44.51044;-9.206083E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_615.jpg;0;0;0;0;99.66999;85.589;0.0002364564;44.51044;-8.548927E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_656.jpg;0;0;0;0;99.66999;85.589;0.0002366025;44.51044;-7.793342E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_698.jpg;0;0;0;0;99.66999;85.589;0.000236728;44.51044;-6.988552E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_739.jpg;0;0;0;0;99.66999;85.589;0.0002366773;44.51044;-6.31549E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_781.jpg;0;0;0;0;99.66999;85.589;0.0002366059;44.51044;-5.593223E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_824.jpg;0;0;0;0;99.66999;85.589;0.000236514;44.51044;-4.821738E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_866.jpg;0;0;0;0;99.66999;85.589;0.0002363553;44.51044;-3.615309E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_909.jpg;0;0;0;0;99.66999;85.589;0.0002362221;44.51044;-2.7454E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_952.jpg;0;0;0;0;99.66999;85.589;0.0002360889;44.51044;-1.875498E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_00_993.jpg;0;0;0;0;99.66999;85.589;0.0002359556;44.51044;-1.00559E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_036.jpg;0;0;0;0;99.66999;85.589;0.0002358224;44.51044;-1.356885E-07
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_077.jpg;0;0;0;0;99.66999;85.589;0.0002356891;44.51044;7.342198E-07
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_119.jpg;0;0;0;0;99.66999;85.589;0.0002355559;44.51044;1.604115E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_162.jpg;0;0;0;0;99.66999;85.589;0.0002355829;44.51044;2.36764E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_204.jpg;0;0;0;0;99.66999;85.589;0.0002357703;44.51044;3.024809E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_246.jpg;0;0;0;0;99.66999;85.589;0.0002361133;44.51044;3.862904E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_287.jpg;0;0;0;0;99.66999;85.589;0.0002363419;44.51044;4.421642E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_330.jpg;0;0;0;0;99.66999;85.589;0.0002366118;44.51044;4.881958E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_372.jpg;0;0;0;0;99.66999;85.589;0.0002368817;44.51044;5.342274E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_413.jpg;0;0;0;0;99.66999;85.589;0.0002370945;44.51044;5.662895E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_454.jpg;0;0;0;0;99.66999;85.589;0.0002372088;44.51044;5.942264E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_496.jpg;0;0;0;0;99.66999;85.589;0.0002373437;44.51044;6.172422E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_537.jpg;0;0;0;0;99.66999;85.589;0.0002374993;44.51044;6.353368E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_578.jpg;0;0;0;0;99.66999;85.589;0.0002376597;44.51044;6.246998E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_620.jpg;0;0;0;0;99.66999;85.589;0.000237685;44.51044;5.910464E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_661.jpg;0;0;0;0;99.66999;85.589;0.0002375866;44.51044;5.869205E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_703.jpg;0;0;0;0;99.66999;85.589;0.000237504;44.51044;6.066052E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_746.jpg;0;0;0;0;99.66999;85.589;0.0002376231;44.51044;6.058098E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_789.jpg;0;0;0;0;99.66999;85.589;0.0002375819;44.51044;6.156522E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_831.jpg;0;0.0067509;0;0;99.67043;85.58942;0.01411048;44.51043;6.000595E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_874.jpg;0;0.1328889;0;0.0178217;99.67095;85.58994;0.03015665;44.51001;5.581212E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_917.jpg;0;0.2624988;0;0;99.67073;85.58973;0.02093841;44.54434;-2.287013E-06
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_01_958.jpg;0;0.3928215;0;0.02887921;99.67205;85.59103;0.06028348;44.57706;-3.099934E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_000.jpg;0;0.5181489;0;0.05069215;99.67408;85.59302;0.119132;44.38807;0.0003605801
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_042.jpg;0;0.6455603;0;0.06105445;99.67651;85.59541;0.186875;44.52441;-0.0001131856
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_083.jpg;0;0.7706919;0;0.08500295;99.67977;85.59859;0.2744508;44.46064;0.0001029876
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_124.jpg;0;0.8972187;0;0.09897505;99.6836;85.60236;0.3732162;44.51543;-0.0001277886
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_168.jpg;0;1;0;0.1255306;99.6917;85.61034;0.5605754;44.62067;-0.0004574711
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_209.jpg;0;1;0;0.1687967;99.69862;85.61712;0.7082352;44.55793;-0.0002726681
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_253.jpg;0;1;0;0.1922897;99.70654;85.6249;0.8649821;44.48499;0.0003766104
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_295.jpg;0;1;0;0.2472409;99.71609;85.63426;1.046141;44.5248;-0.0009303414
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_338.jpg;0;1;0;0.2815686;99.72614;85.6441;1.212022;44.52984;-0.000564017
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_380.jpg;0;1;0;0.3066562;99.73608;85.65369;1.312394;44.3927;-0.0004883799
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_422.jpg;0;1;0;0.3323094;99.74525;85.66267;1.282934;44.3505;-0.003011587
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_464.jpg;0;1;0;0.4006734;99.75552;85.67279;1.214671;44.34804;-0.002006258
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_507.jpg;0;1;0;0.4259926;99.77282;85.6897;1.123548;44.41735;-0.0007103695
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_549.jpg;0;1;0;0.4748486;99.78628;85.70277;1.108661;44.43322;-0.0009609954
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_591.jpg;0;1;0;0.4874492;99.80066;85.71679;1.110353;44.48786;-0.001325999
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_634.jpg;0;1;0;0.5243263;99.81634;85.73206;1.137717;44.4717;-0.0007951534
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_678.jpg;0;1;0;0.5570008;99.83337;85.74869;1.190807;44.51867;-0.0009200864
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_721.jpg;0;1;0;0.6190473;99.85105;85.76595;1.234406;44.49998;-0.0009816139
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_764.jpg;0;1;0;0.627845;99.86895;85.78337;1.233904;44.65724;-0.003080836
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_807.jpg;0;1;0;0.6708727;99.89777;85.81158;1.221528;44.71431;-0.0002854921
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_849.jpg;0;1;0;0.7007449;99.9177;85.83105;1.19279;44.62922;-2.158914E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_894.jpg;0;1;0;0.7425922;99.93941;85.85233;1.201498;44.59988;-2.214962E-05
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_938.jpg;0;1;0;0.7713044;99.96175;85.87417;1.202493;44.56653;-0.0008859853
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_02_980.jpg;0;1;0;0.8264811;99.9851;85.89708;1.205251;44.55698;-0.0006420197
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_023.jpg;0;1;0;0.8622513;100.0094;85.92088;1.20681;44.5694;-0.000906722
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_066.jpg;0;1;0;0.8892126;100.0477;85.95835;1.208239;44.6459;-0.0009839794
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_107.jpg;0;1;0;0.9228323;100.0745;85.9845;1.208649;44.61069;-0.0008047273
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_150.jpg;0;1;0;0.962191;100.1022;86.0117;1.211875;44.60284;-0.0009564138
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_193.jpg;0;1;0;0.9938837;100.1309;86.03976;1.212622;44.59698;-0.00098705
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_235.jpg;0;1;0;1.025933;100.1604;86.06859;1.210741;44.61808;-0.001523205
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_278.jpg;0;1;0;1.071099;100.1909;86.09844;1.216921;44.63689;-0.001249833
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_321.jpg;0;1;0;1.105706;100.2222;86.12912;1.219203;44.65908;-0.0009890537
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_363.jpg;0;1;0;1.136798;100.2545;86.16077;1.22173;44.65169;-0.0007987801
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_405.jpg;0;1;0;1.164551;100.2876;86.19318;1.22044;44.63696;-0.0007221629
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_447.jpg;0;1;0;1.195243;100.3389;86.24351;1.227275;44.59372;-0.0005915073
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_488.jpg;0;1;0;1.226752;100.3743;86.27808;1.22907;44.57927;-0.0008198113
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_529.jpg;0;1;0;1.256865;100.4105;86.31356;1.231409;44.56015;-0.0006197159
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_569.jpg;0;1;0;1.290485;100.4477;86.34989;1.232568;44.54669;-0.0008272312
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_612.jpg;0;1;0;1.323514;100.4858;86.38717;1.237408;44.52683;-0.0007909923
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_653.jpg;0;1;0;1.352959;100.5248;86.42527;1.240393;44.51168;-0.0007698039
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_696.jpg;0;1;0;1.385007;100.5647;86.4642;1.240955;44.50286;-0.0008863983
C:\Mark's Python files\ME5920\HW3_Gardocki\DefinedTurns\IMG\robocam_2025_04_06_21_55_03_738.jpg;0;1;0;1.432236;100.6056;86.50406;1.244414;44.48925;-0.0008811156
